,location,total_sqft,bath,price,bhk
6970,Vittasandra,1238.0,2.0,67.0,2
6971,Vittasandra,1404.0,2.0,75.0,2
6972,Vittasandra,1246.0,2.0,65.0,2
6973,Vittasandra,1238.0,2.0,67.0,2
6974,Vittasandra,1246.0,2.0,67.4,2
6975,Vittasandra,1259.0,2.0,67.4,2
6976,Vittasandra,1404.0,2.0,68.8,2
6977,Vittasandra,1246.0,2.0,62.3,2
6978,Vittasandra,1246.0,2.0,63.0,2
6979,Vittasandra,1246.0,2.0,67.4,2
6980,Vittasandra,1246.0,2.0,65.4,2
6982,Vittasandra,1238.0,2.0,67.32,2
6983,Vittasandra,1246.0,2.0,67.4,2
6985,Vittasandra,1246.0,2.0,67.3,2
6986,Vittasandra,1404.0,2.0,70.0,2
6987,Vittasandra,1259.0,2.0,67.48,2
6988,Vittasandra,1404.0,2.0,75.0,2
6990,Vittasandra,1246.0,2.0,67.0,2
6993,Vittasandra,1404.0,2.0,72.0,2
6994,Vittasandra,1246.0,2.0,67.5,2
6995,Vittasandra,1246.0,2.0,67.5,2
6996,Vittasandra,1404.0,2.0,70.0,2
6997,Vittasandra,1246.0,2.0,65.0,2
6998,Vittasandra,1246.0,2.0,67.4,2
7002,Whitefield,1610.0,3.0,81.0,3
7003,Whitefield,1459.0,2.0,94.82,2
7008,Whitefield,1280.0,2.0,75.0,2
7010,Whitefield,1910.0,3.0,161.0,3
7011,Whitefield,3252.0,4.0,230.0,4
7012,Whitefield,11890.0,4.0,700.0,4
7015,Whitefield,1150.0,2.0,70.0,2
7016,Whitefield,1768.0,3.0,101.0,3
7018,Whitefield,4144.0,4.0,315.0,4
7019,Whitefield,4104.0,4.0,360.0,4
7020,Whitefield,1790.0,3.0,100.0,3
7021,Whitefield,1720.0,3.0,100.0,3
7023,Whitefield,1640.0,4.0,91.0,3
7026,Whitefield,2280.0,4.0,126.0,3
7030,Whitefield,1897.0,3.0,130.0,3
7031,Whitefield,2225.0,2.0,125.0,3
7034,Whitefield,2268.0,3.0,163.0,4
7037,Whitefield,2400.0,4.0,200.0,4
7039,Whitefield,1360.0,2.0,95.0,2
7041,Whitefield,1697.0,3.0,94.79,3
7042,Whitefield,5000.0,4.0,400.0,4
7043,Whitefield,3000.0,5.0,250.0,4
7044,Whitefield,1700.0,3.0,115.0,3
7047,Whitefield,2842.0,3.0,162.0,3
7051,Whitefield,1500.0,3.0,130.0,3
7052,Whitefield,1280.0,2.0,75.0,2
7054,Whitefield,1405.0,2.0,78.0,3
7055,Whitefield,2225.0,3.0,115.0,3
7056,Whitefield,1272.0,2.0,95.05,2
7059,Whitefield,1192.0,2.0,71.0,2
7063,Whitefield,1626.0,3.0,89.0,3
7064,Whitefield,1585.0,3.0,88.0,3
7066,Whitefield,1280.0,2.0,85.0,2
7067,Whitefield,1200.0,3.0,68.5,3
7068,Whitefield,4000.0,4.0,330.0,4
7069,Whitefield,1697.0,3.0,108.0,3
7071,Whitefield,3606.0,4.0,312.0,4
7072,Whitefield,1485.0,2.0,90.0,2
7073,Whitefield,950.0,1.0,50.0,1
7074,Whitefield,3584.0,4.0,199.0,4
7075,Whitefield,825.0,1.0,45.0,1
7078,Whitefield,1635.0,2.0,85.0,3
7079,Whitefield,1216.0,2.0,79.0,2
7085,Whitefield,920.0,2.0,63.0,2
7087,Whitefield,1170.0,2.0,71.0,2
7088,Whitefield,1118.0,2.0,75.0,2
7089,Whitefield,1800.0,3.0,110.0,3
7090,Whitefield,1562.0,3.0,103.0,3
7093,Whitefield,2321.0,4.0,128.0,3
7094,Whitefield,1320.0,2.0,95.0,2
7097,Whitefield,3010.0,3.0,200.0,3
7098,Whitefield,1346.0,2.0,96.17,2
7103,Whitefield,2500.0,4.0,155.0,4
7104,Whitefield,905.0,1.0,55.0,1
7106,Whitefield,2268.0,3.0,146.0,4
7109,Whitefield,630.5,1.0,32.79,1
7110,Whitefield,3537.0,5.0,210.0,4
7112,Whitefield,1697.0,3.0,115.0,3
7116,Whitefield,3250.0,5.0,290.0,5
7120,Whitefield,1269.0,2.0,75.0,2
7121,Whitefield,3227.0,5.0,250.0,5
7122,Whitefield,1545.0,3.0,79.0,3
7125,Whitefield,3262.0,4.0,260.0,4
7127,Whitefield,1132.0,2.0,79.28,2
7130,Whitefield,2830.0,5.0,160.0,4
7132,Whitefield,1195.0,2.0,70.0,2
7133,Whitefield,3480.0,4.0,284.0,3
7136,Whitefield,709.0,1.0,34.385,1
7138,Whitefield,1320.0,2.0,79.5,2
7139,Whitefield,750.0,2.0,52.7,2
7140,Whitefield,1200.0,3.0,61.96,3
7146,Whitefield,3445.0,5.0,270.0,4
7147,Whitefield,1700.0,3.0,140.0,3
7148,Whitefield,4827.0,4.0,400.0,4
7149,Whitefield,1405.0,2.0,84.5,2
7151,Whitefield,3252.0,4.0,280.0,4
7153,Whitefield,1150.0,2.0,90.0,2
7154,Whitefield,2400.0,4.0,147.0,4
7156,Whitefield,624.0,1.0,35.0,1
7159,Whitefield,1700.0,3.0,95.0,3
7160,Whitefield,4960.0,4.0,400.0,4
7161,Whitefield,2928.0,4.0,198.0,4
7164,Whitefield,1216.0,2.0,84.0,2
7165,Whitefield,2882.0,5.0,204.0,4
7166,Whitefield,1840.0,3.0,140.0,3
7167,Whitefield,1778.0,3.0,122.0,3
7169,Whitefield,650.0,1.0,25.0,1
7170,Whitefield,2155.0,3.0,125.0,4
7171,Whitefield,905.0,1.0,52.0,1
7176,Whitefield,1216.0,2.0,75.0,2
7178,Whitefield,1255.0,2.0,77.0,2
7179,Whitefield,1216.0,2.0,73.0,2
7180,Whitefield,709.0,1.0,34.735,1
7184,Whitefield,1745.0,3.0,100.0,3
7185,Whitefield,3200.0,4.0,224.0,4
7187,Whitefield,825.0,1.0,44.9,1
7191,Whitefield,1870.0,3.0,138.0,3
7194,Whitefield,1862.0,3.0,125.0,3
7195,Whitefield,1655.0,3.0,113.0,3
7196,Whitefield,530.0,1.0,29.44,1
7198,Whitefield,905.0,1.0,50.0,1
7199,Whitefield,1600.0,3.0,82.0,3
7200,Whitefield,1230.0,4.0,80.0,4
7202,Whitefield,630.5,1.0,32.15,1
7203,Whitefield,905.0,1.0,52.0,1
7207,Whitefield,1216.0,2.0,83.0,2
7213,Whitefield,1216.0,2.0,75.0,2
7221,Whitefield,2856.0,5.0,158.5,4
7224,Whitefield,750.0,1.0,51.0,1
7227,Whitefield,1173.0,2.0,77.0,2
7228,Whitefield,1200.0,3.0,68.4,3
7232,Whitefield,3425.0,5.0,250.0,4
7237,Whitefield,2173.0,3.0,128.0,3
7239,Whitefield,905.0,1.0,62.0,1
7240,Whitefield,1870.0,3.0,138.0,3
7241,Whitefield,1320.0,2.0,99.26,2
7242,Whitefield,2901.0,4.0,190.0,3
7243,Whitefield,1485.0,2.0,96.51,2
7244,Whitefield,1755.0,3.0,101.0,3
7246,Whitefield,2225.0,3.0,149.0,3
7247,Whitefield,1250.0,2.0,82.0,2
7248,Whitefield,605.0,1.0,40.0,1
7251,Whitefield,2210.0,3.0,156.0,3
7252,Whitefield,1173.0,2.0,78.2,2
7253,Whitefield,1740.0,4.0,130.0,3
7254,Whitefield,1216.0,2.0,75.0,2
7256,Whitefield,1655.0,3.0,120.0,3
7259,Whitefield,1180.0,2.0,70.0,2
7261,Whitefield,2023.0,4.0,130.0,3
7262,Whitefield,2134.0,4.0,118.0,3
7265,Whitefield,905.0,1.0,60.0,1
7271,Whitefield,1452.0,3.0,90.0,3
7272,Whitefield,2850.0,5.0,240.0,4
7275,Whitefield,2830.0,5.0,190.0,4
7276,Whitefield,1295.0,2.0,78.5,2
7277,Whitefield,840.0,1.0,57.6,1
7278,Whitefield,640.0,1.0,19.83,1
7279,Whitefield,1991.0,3.0,104.0,3
7283,Whitefield,1655.0,3.0,97.0,3
7284,Whitefield,1850.0,3.0,150.0,3
7285,Whitefield,1200.0,3.0,67.77,3
7286,Whitefield,1290.0,2.0,90.0,2
7289,Whitefield,1216.0,2.0,75.0,2
7290,Whitefield,1356.0,2.0,94.84,2
7291,Whitefield,1338.0,2.0,103.0,2
7294,Whitefield,3450.0,4.0,208.0,3
7298,Whitefield,1267.0,2.0,90.33,2
7299,Whitefield,2400.0,4.0,143.0,4
7300,Whitefield,1836.0,3.0,125.0,3
7302,Whitefield,3596.0,3.0,200.0,3
7303,Whitefield,1275.0,2.0,65.0,3
7306,Whitefield,1216.0,2.0,82.0,2
7307,Whitefield,1495.0,3.0,88.0,2
7308,Whitefield,1564.0,3.0,103.0,3
7309,Whitefield,1585.0,3.0,84.0,3
7312,Whitefield,1558.0,3.0,90.0,3
7313,Whitefield,1216.0,2.0,75.0,2
7315,Whitefield,1704.0,3.0,120.0,3
7319,Whitefield,1300.0,2.0,78.0,2
7320,Whitefield,1570.0,3.0,88.0,3
7321,Whitefield,1216.0,2.0,84.03,2
7323,Whitefield,1216.0,2.0,72.5,2
7325,Whitefield,2025.0,4.0,115.0,3
7326,Whitefield,1346.0,2.0,100.0,3
7330,Whitefield,2990.0,3.0,198.0,4
7333,Whitefield,1720.0,3.0,98.97,3
7334,Whitefield,1600.0,3.0,95.0,3
7335,Whitefield,1655.0,3.0,108.0,3
7336,Whitefield,1740.0,3.0,95.0,3
7338,Whitefield,1350.0,2.0,88.0,2
7340,Whitefield,1216.0,2.0,80.0,2
7341,Whitefield,2900.0,4.0,225.0,4
7342,Whitefield,1340.0,2.0,101.0,2
7344,Whitefield,1500.0,3.0,78.57,3
7345,Whitefield,1626.0,3.0,85.0,3
7347,Whitefield,1100.0,2.0,65.0,2
7349,Whitefield,1270.0,2.0,65.0,3
7350,Whitefield,3117.0,3.0,261.0,3
7351,Whitefield,1216.0,2.0,73.0,2
7353,Whitefield,3150.0,3.0,290.0,3
7355,Whitefield,2956.0,5.0,234.0,4
7359,Whitefield,2247.0,3.0,145.0,3
7360,Whitefield,3940.0,5.0,265.0,4
7364,Whitefield,1180.0,2.0,77.0,2
7365,Whitefield,2140.0,3.0,139.0,3
7366,Whitefield,1314.0,2.0,84.0,2
7373,Whitefield,1431.0,3.0,85.0,3
7374,Whitefield,524.0,1.0,29.0,1
7375,Whitefield,2830.0,4.0,161.0,4
7376,Whitefield,2135.0,3.0,149.0,4
7378,Whitefield,3075.0,2.0,188.0,4
7379,Whitefield,1760.0,3.0,160.0,3
7380,Whitefield,1655.0,3.0,110.0,3
7381,Whitefield,840.0,1.0,57.0,1
7382,Whitefield,1725.0,3.0,106.0,3
7385,Whitefield,516.0,1.0,39.0,1
7387,Whitefield,6000.0,4.0,410.0,4
7388,Whitefield,1639.0,3.0,107.0,3
7389,Whitefield,1820.0,3.0,113.0,3
7391,Whitefield,3565.0,4.0,218.0,4
7392,Whitefield,3410.0,5.0,253.0,4
7395,Whitefield,4500.0,4.0,330.0,4
7396,Whitefield,1250.0,2.0,85.0,2
7398,Whitefield,1277.0,2.0,77.0,2
7399,Whitefield,1820.0,3.0,140.0,3
7400,Whitefield,3453.0,4.0,247.0,4
7406,Whitefield,2280.0,4.0,125.0,3
7407,Whitefield,2882.0,5.0,200.0,4
7409,Whitefield,1639.5,3.0,92.63,3
7412,Whitefield,1190.0,2.0,70.0,2
7414,Whitefield,1270.0,2.0,94.0,2
7415,Whitefield,1220.0,2.0,89.0,2
7418,Whitefield,3758.0,3.0,300.0,3
7423,Whitefield,1216.0,2.0,72.0,2
7425,Whitefield,5400.0,5.0,475.0,4
7426,Whitefield,1396.0,3.0,74.0,3
7435,Whitefield,1615.0,3.0,96.9,3
7441,Whitefield,1200.0,2.0,70.0,2
7444,Whitefield,1216.0,2.0,75.0,2
7446,Whitefield,2321.0,4.0,157.0,3
7447,Whitefield,1224.0,2.0,75.0,2
7448,Whitefield,1655.0,3.0,113.0,3
7450,Whitefield,4144.0,5.0,331.0,5
7453,Whitefield,1200.0,3.0,67.75,3
7454,Whitefield,2444.0,4.0,145.0,4
7455,Whitefield,1270.0,2.0,110.0,2
7456,Whitefield,1660.0,3.0,110.0,3
7457,Whitefield,1270.0,2.0,105.0,2
7459,Whitefield,1173.0,2.0,78.2,2
7460,Whitefield,1362.0,2.0,85.0,2
7462,Whitefield,1457.0,2.0,105.0,3
7463,Whitefield,1720.0,3.0,128.0,3
7467,Whitefield,1564.0,3.0,103.0,3
7471,Whitefield,1639.0,3.0,107.0,3
7472,Whitefield,1760.0,3.0,139.0,3
7473,Whitefield,613.0,1.0,48.0,1
7474,Whitefield,1730.0,3.0,125.0,3
7476,Whitefield,877.0,1.0,59.0,1
7480,Yelachenahalli,1464.0,2.0,105.0,3
7481,Yelachenahalli,2400.0,1.0,150.0,2
7482,Yelachenahalli,1700.0,3.0,130.0,3
7483,Yelachenahalli,1080.0,2.0,55.0,2
7484,Yelachenahalli,1400.0,2.0,78.0,2
7485,Yelachenahalli,1330.0,3.0,73.5,3
7486,Yelachenahalli,800.0,1.0,30.0,2
7487,Yelachenahalli,1100.0,2.0,60.0,2
7488,Yelachenahalli,1365.0,2.0,72.0,3
7489,Yelachenahalli,1103.0,2.0,55.0,2
7490,Yelachenahalli,1000.0,2.0,50.0,2
7492,Yelahanka,1326.0,2.0,78.0,2
7499,Yelahanka,1705.0,3.0,95.0,3
7500,Yelahanka,1234.0,2.0,80.0,2
7501,Yelahanka,1315.0,2.0,85.0,2
7502,Yelahanka,1170.0,2.0,62.5,2
7504,Yelahanka,697.0,1.0,45.0,1
7506,Yelahanka,2195.0,4.0,127.0,3
7508,Yelahanka,1614.0,3.0,95.0,3
7510,Yelahanka,628.0,1.0,24.0,1
7513,Yelahanka,654.0,1.0,38.4,1
7520,Yelahanka,1825.0,3.0,105.0,3
7521,Yelahanka,1603.0,3.0,96.0,3
7522,Yelahanka,1304.0,2.0,79.0,2
7528,Yelahanka,1517.0,3.0,76.3,3
7531,Yelahanka,1327.0,2.0,85.0,2
7534,Yelahanka,1566.0,3.0,97.0,3
7536,Yelahanka,1270.0,2.0,78.0,2
7537,Yelahanka,1400.0,2.0,80.54,3
7539,Yelahanka,1322.0,2.0,86.0,2
7540,Yelahanka,1100.0,2.0,70.0,2
7541,Yelahanka,1200.0,2.0,70.0,2
7543,Yelahanka,4000.0,5.0,220.0,5
7544,Yelahanka,2675.0,4.0,140.0,4
7546,Yelahanka,654.0,1.0,37.0,1
7547,Yelahanka,1465.0,3.0,80.01,3
7551,Yelahanka,1692.0,3.0,83.0,3
7556,Yelahanka,2145.0,3.0,125.0,3
7558,Yelahanka,1322.0,2.0,75.0,2
7561,Yelahanka,602.0,1.0,26.0,1
7562,Yelahanka,1100.0,2.0,60.0,2
7563,Yelahanka,1614.0,2.0,100.0,3
7564,Yelahanka,1890.0,3.0,108.0,3
7565,Yelahanka,1556.0,3.0,86.0,3
7566,Yelahanka,1610.0,4.0,85.0,3
7572,Yelahanka,1859.0,3.0,108.0,3
7574,Yelahanka,1322.0,2.0,80.0,2
7577,Yelahanka,2600.0,4.0,175.0,4
7578,Yelahanka,1305.0,2.0,78.0,2
7580,Yelahanka,1711.0,3.0,85.61,3
7581,Yelahanka,1315.0,2.0,75.0,2
7582,Yelahanka,3600.0,6.0,200.0,6
7584,Yelahanka,1614.0,3.0,95.0,3
7585,Yelahanka,1650.0,3.0,105.0,3
7590,Yelahanka,3990.0,4.0,260.0,4
7591,Yelahanka,1620.0,3.0,90.0,3
7592,Yelahanka,654.0,1.0,36.25,1
7593,Yelahanka,1614.0,3.0,93.0,3
7594,Yelahanka,694.0,1.0,30.84,1
7595,Yelahanka,1115.0,2.0,60.0,2
7596,Yelahanka,2317.0,4.0,140.0,3
7597,Yelahanka,1653.0,3.0,93.0,3
7598,Yelahanka,654.0,1.0,38.0,1
7600,Yelahanka,1445.0,2.0,82.0,2
7602,Yelahanka,602.0,1.0,38.0,1
7603,Yelahanka,697.0,1.0,35.0,1
7605,Yelahanka,682.0,1.0,36.23,1
7607,Yelahanka,1560.0,2.0,98.0,3
7608,Yelahanka,1780.0,3.0,107.0,3
7609,Yelahanka,1342.0,2.0,75.0,3
7610,Yelahanka,1823.0,3.0,103.0,3
7611,Yelahanka,1792.0,3.0,104.0,3
7612,Yelahanka,1304.0,2.0,69.97,2
7615,Yelahanka,1300.0,2.0,69.23,2
7616,Yelahanka,1705.0,3.0,91.0,3
7618,Yelahanka,1835.0,3.0,108.0,3
7619,Yelahanka,1847.0,3.0,92.0,3
7621,Yelahanka,1890.0,3.0,109.0,3
7622,Yelahanka,700.0,1.0,38.0,1
7623,Yelahanka,1491.0,3.0,85.0,3
7624,Yelahanka,2088.0,5.0,110.0,4
7629,Yelahanka,1600.0,3.0,100.0,3
7633,Yelahanka,1705.0,3.0,85.0,3
7634,Yelahanka,1350.0,2.0,85.0,3
7635,Yelahanka,1633.0,3.0,110.0,3
7636,Yelahanka,827.5,1.0,42.535,1
7638,Yelahanka,1355.0,2.0,75.0,3
7641,Yelahanka,1104.0,2.0,58.0,2
7643,Yelahanka,1175.0,2.0,67.77,2
7644,Yelahanka,1322.0,2.0,77.9,2
7645,Yelahanka,602.0,1.0,33.0,1
7646,Yelahanka,1315.0,2.0,77.0,2
7649,Yelahanka,567.0,1.0,25.0,1
7651,Yelahanka,602.0,2.0,30.0,1
7653,Yelahanka,1234.0,2.0,80.0,2
7656,Yelahanka,1267.0,3.0,78.0,2
7657,Yelahanka,1360.0,2.0,78.19,2
7659,Yelahanka New Town,650.0,1.0,33.0,1
7660,Yelahanka New Town,500.0,1.0,20.0,1
7661,Yelahanka New Town,440.0,1.0,16.5,1
7662,Yelahanka New Town,1610.0,3.0,92.0,3
7663,Yelahanka New Town,1700.0,3.0,90.0,3
7664,Yelahanka New Town,650.0,1.0,20.0,1
7665,Yelahanka New Town,350.0,1.0,13.5,1
7667,Yelahanka New Town,1385.0,2.0,65.0,2
7668,Yelahanka New Town,500.0,2.0,24.0,1
7669,Yelahanka New Town,650.0,1.0,17.0,1
7670,Yelahanka New Town,450.0,1.0,16.0,1
7672,Yelahanka New Town,960.0,2.0,50.0,2
7674,Yelahanka New Town,1209.0,2.0,65.0,3
7675,Yelahanka New Town,1400.0,2.0,80.0,3
7676,Yelahanka New Town,450.0,1.0,15.0,1
7677,Yelahanka New Town,500.0,1.0,18.0,1
7678,Yelahanka New Town,1420.0,2.0,75.0,3
7680,Yelahanka New Town,2200.0,2.0,180.0,2
7681,Yelahanka New Town,488.0,1.0,20.0,1
7682,Yelahanka New Town,1100.0,2.0,58.0,2
7685,Yelahanka New Town,1000.0,2.0,44.0,2
7686,Yelahanka New Town,650.0,1.0,18.0,1
7688,Yelahanka New Town,1740.0,3.0,150.0,3
7689,Yelahanka New Town,1290.0,2.0,70.0,2
7691,Yelenahalli,1240.0,2.0,47.12,2
7692,Yelenahalli,1200.0,2.0,46.17,2
7694,Yelenahalli,1260.0,2.0,47.88,2
7696,Yelenahalli,1175.0,2.0,50.0,2
7697,Yelenahalli,1650.0,3.0,68.0,3
7698,Yelenahalli,1200.0,2.0,45.6,2
7699,Yelenahalli,1200.0,2.0,46.17,2
7700,Yelenahalli,1160.0,2.0,44.08,2
7702,Yeshwanthpur,1693.0,3.0,108.0,3
7703,Yeshwanthpur,667.0,1.0,36.85,1
7704,Yeshwanthpur,1950.0,4.0,130.0,4
7706,Yeshwanthpur,665.0,1.0,36.85,1
7710,Yeshwanthpur,671.0,1.0,36.85,1
7711,Yeshwanthpur,1277.5,2.0,95.815,2
7712,Yeshwanthpur,668.0,1.0,36.85,1
7713,Yeshwanthpur,1185.0,2.0,75.84,2
7714,Yeshwanthpur,1195.0,2.0,100.0,2
7715,Yeshwanthpur,1313.0,3.0,96.0,3
7716,Yeshwanthpur,1400.0,2.0,100.0,2
7719,Yeshwanthpur,673.0,1.0,36.85,1
7720,Yeshwanthpur,717.0,2.0,49.475,2
7723,Yeshwanthpur,605.0,1.0,41.745,1
7725,Yeshwanthpur,669.0,1.0,36.85,1
7727,Yeshwanthpur,3027.0,4.0,260.0,3
7730,Yeshwanthpur,670.0,1.0,36.85,1
7733,Yeshwanthpur,1240.0,2.0,80.0,2
7734,Yeshwanthpur,1713.0,3.0,110.0,3
7735,Yeshwanthpur,1144.0,2.0,67.0,2
7736,Yeshwanthpur,1541.0,2.0,130.0,2
7738,Yeshwanthpur,1362.0,2.0,100.0,2
7739,Yeshwanthpur,666.0,1.0,36.8,1
7740,Yeshwanthpur,1855.0,3.0,140.0,3
7742,Yeshwanthpur,1165.0,2.0,85.0,2
7745,Yeshwanthpur,1825.0,3.0,145.0,3
7747,Yeshwanthpur,994.0,2.0,54.67,1
7748,Yeshwanthpur,650.0,1.0,40.0,1
7749,Yeshwanthpur,1855.0,3.0,140.0,3
7750,Yeshwanthpur,1500.0,3.0,100.0,3
7755,Yeshwanthpur,674.0,1.0,36.85,1
7757,Yeshwanthpur,672.0,1.0,36.85,1
7760,Yeshwanthpur,1195.0,2.0,100.0,2
7761,Yeshwanthpur,1692.0,3.0,108.0,3
7763,Yeshwanthpur,2500.0,5.0,185.0,6
7768,Yeshwanthpur,1855.0,3.0,135.0,3
7769,Yeshwanthpur,1876.0,3.0,160.0,3
7771,other,2770.0,4.0,290.0,3
7774,other,600.0,1.0,38.0,1
7777,other,1500.0,2.0,185.0,2
7778,other,840.0,2.0,45.0,2
7779,other,4395.0,3.0,240.0,3
7780,other,845.0,2.0,55.0,2
7781,other,2511.0,3.0,205.0,3
7782,other,1660.0,2.0,105.0,3
7784,other,1200.0,2.0,65.0,2
7785,other,1200.0,3.0,90.0,3
7789,other,782.0,2.0,55.68,2
7790,other,1800.0,3.0,120.0,3
7791,other,1413.0,2.0,75.0,3
7792,other,945.0,2.0,54.0,2
7793,other,1870.0,3.0,110.0,3
7794,other,1260.0,2.0,85.05,3
7796,other,2795.0,4.0,235.0,3
7798,other,1904.0,3.0,150.0,3
7799,other,2000.0,3.0,175.0,3
7800,other,1425.0,2.0,75.0,3
7802,other,1500.0,3.0,100.0,3
7804,other,1783.0,3.0,115.0,3
7805,other,912.0,2.0,70.0,3
7808,other,1580.0,3.0,100.0,3
7809,other,1415.0,3.0,78.0,3
7811,other,2405.0,4.0,260.0,3
7812,other,1500.0,2.0,115.0,2
7817,other,1060.0,2.0,60.0,2
7818,other,2600.0,8.0,180.0,8
7820,other,1285.0,2.0,72.5,2
7821,other,4050.0,3.0,280.0,3
7824,other,1280.0,2.0,69.0,2
7825,other,3045.0,3.0,170.0,3
7828,other,900.0,2.0,110.0,2
7833,other,1560.0,3.0,115.0,3
7837,other,1645.0,3.0,95.0,3
7838,other,1200.0,2.0,79.0,2
7840,other,1350.0,2.0,140.0,3
7841,other,1800.0,3.0,150.0,3
7843,other,1762.0,3.0,125.0,3
7845,other,1200.0,3.0,90.0,3
7851,other,2150.0,4.0,240.0,3
7854,other,3309.0,4.0,325.0,4
7855,other,5000.0,9.0,360.0,11
7857,other,1150.0,2.0,126.0,2
7860,other,1200.0,2.0,74.0,2
7863,other,1753.0,3.0,120.0,3
7865,other,720.0,2.0,45.0,2
7868,other,700.0,1.0,41.0,1
7870,other,1595.0,3.0,115.0,3
7871,other,1353.0,2.0,110.0,2
7872,other,1200.0,2.0,85.0,1
7875,other,1325.0,2.0,90.0,3
7878,other,1056.0,2.0,80.0,2
7881,other,1544.0,3.0,120.0,3
7882,other,1200.0,2.0,65.0,2
7883,other,540.0,1.0,36.0,1
7884,other,1578.0,3.0,180.0,3
7886,other,1600.0,2.0,115.0,2
7887,other,416.0,1.0,18.5,1
7890,other,834.0,1.0,60.0,1
7891,other,1125.0,4.0,70.0,3
7892,other,3000.0,5.0,260.0,4
7893,other,2160.0,5.0,250.0,6
7895,other,469.0,1.0,25.0,1
7900,other,1630.0,2.0,200.0,2
7902,other,1200.0,2.0,70.0,3
7903,other,1350.0,3.0,77.0,3
7904,other,4046.0,4.0,445.0,4
7905,other,1180.0,2.0,78.34,3
7906,other,1355.0,2.0,115.0,2
7907,other,600.0,1.0,50.0,1
7908,other,1875.0,3.0,165.0,3
7911,other,1750.0,3.0,120.0,3
7914,other,1092.0,2.0,98.5,3
7917,other,1855.0,3.0,225.0,3
7921,other,425.0,1.0,20.03,1
7923,other,600.0,1.0,60.0,1
7924,other,1468.0,2.0,140.0,2
7925,other,4300.0,5.0,550.0,4
7927,other,775.0,2.0,55.0,2
7930,other,1352.0,3.0,135.0,3
7932,other,1976.0,3.0,184.0,3
7933,other,5500.0,4.0,600.0,4
7934,other,1200.0,3.0,95.0,3
7937,other,1180.0,2.0,69.0,2
7938,other,686.0,1.0,17.0,1
7940,other,1500.0,4.0,180.0,4
7942,other,1282.0,2.0,87.0,2
7944,other,1500.0,2.0,95.0,3
7945,other,1300.0,1.0,115.0,2
7946,other,530.0,1.0,20.0,1
7947,other,1350.0,2.0,80.0,2
7950,other,1141.0,2.0,62.0,2
7953,other,950.0,1.0,40.0,1
7960,other,1480.0,3.0,90.0,3
7961,other,1600.0,3.0,90.0,3
7963,other,1500.0,3.0,115.0,3
7964,other,1824.0,3.0,125.0,3
7965,other,750.0,1.0,56.25,1
7972,other,6000.0,5.0,400.0,4
7973,other,2400.0,3.0,170.0,3
7975,other,1500.0,2.0,98.0,3
7976,other,3095.0,3.0,350.0,3
7978,other,1200.0,1.0,28.0,1
7979,other,1500.0,3.0,100.0,3
7981,other,1560.0,5.0,145.0,5
7983,other,1560.0,3.0,188.0,3
7986,other,485.0,1.0,15.0,1
7992,other,1200.0,3.0,130.0,3
7993,other,1050.0,2.0,67.0,2
7994,other,1596.0,3.0,105.0,3
7998,other,1200.0,3.0,85.0,3
7999,other,1132.0,2.0,67.0,2
8001,other,1515.0,3.0,88.0,3
8004,other,1380.0,2.0,80.0,2
8007,other,4346.0,5.0,500.0,4
8009,other,2200.0,3.0,187.0,3
8010,other,3329.0,3.0,330.0,3
8011,other,3600.0,4.0,300.0,4
8012,other,3500.0,3.0,450.0,4
8014,other,1093.0,2.0,65.0,2
8016,other,1535.0,3.0,95.0,3
8018,other,1100.0,2.0,62.7,2
8021,other,2197.0,4.0,280.0,3
8023,other,1100.0,2.0,60.0,2
8024,other,1600.0,3.0,172.0,4
8025,other,1450.0,2.0,85.0,3
8026,other,2000.0,3.0,166.0,4
8030,other,1756.0,3.0,100.0,3
8031,other,1532.0,3.0,92.0,3
8032,other,1650.0,3.0,110.0,3
8033,other,1200.0,2.0,66.0,2
8035,other,1525.0,2.0,122.0,3
8039,other,2400.0,3.0,200.0,4
8040,other,1000.0,2.0,130.0,2
8042,other,3040.0,1.0,180.0,2
8044,other,1390.0,3.0,120.0,3
8045,other,1135.0,2.0,68.0,2
8046,other,900.0,2.0,55.0,2
8050,other,2500.0,3.0,250.0,3
8054,other,1269.72,2.0,68.0,2
8055,other,1168.0,3.0,70.0,3
8057,other,2100.0,4.0,155.0,4
8059,other,1515.0,3.0,93.93,3
8064,other,2700.0,4.0,214.0,6
8065,other,2000.0,3.0,210.0,3
8066,other,2400.0,4.0,300.0,5
8067,other,1760.0,3.0,176.0,3
8068,other,595.0,1.0,42.0,1
8073,other,1170.0,2.0,86.0,2
8074,other,2200.0,4.0,235.0,4
8081,other,1650.0,3.0,175.0,3
8083,other,1670.0,3.0,91.86,3
8087,other,1250.0,2.0,80.0,3
8088,other,1650.0,4.0,160.0,3
8089,other,800.0,2.0,50.0,2
8090,other,1225.0,2.0,150.0,2
8092,other,3675.0,4.0,367.0,4
8093,other,1200.0,2.0,150.0,2
8096,other,1350.0,2.0,80.0,2
8098,other,1614.0,3.0,110.0,3
8099,other,1188.0,2.0,73.0,2
8100,other,1480.0,3.0,90.0,3
8101,other,680.0,2.0,42.0,2
8104,other,955.0,2.0,53.55,2
8106,other,2479.13,3.0,215.0,3
8107,other,1100.0,2.0,106.0,2
8110,other,1925.0,3.0,120.0,3
8111,other,650.0,1.0,26.0,1
